Pattern Generating Match,Pattern matched,Piece Title,Part,First Note Measure Number,Last Note Measure Number,Note Durations,EMA,EMA url
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Veni sponsa Christi,Tenor,9,9,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","9-9/3/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/9-9/3/@1.0-end,@start-4.5"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Veni sponsa Christi,Tenor,29,30,"[2.0, 2.0, 3.0, 1.0, 2.0, 3.0]","29-30/3/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/29-30/3/@1.0-end,@start-2.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Veni sponsa Christi,Tenor,42,43,"[1.0, 2.0, 3.0, 1.0, 2.0, 4.0]","42-43/3/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/42-43/3/@2.5-end,@start-3.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Veni sponsa Christi,Tenor,46,48,"[4.0, 2.0, 3.0, 1.0, 2.0, 2.0]","46-48/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/46-48/3/@3.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Benedicta es coelorum regina,Quinta pars,22,23,"[2.0, 2.0, 3.0, 1.0, 2.0, 4.0]","22-23/3/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/22-23/3/@2.0-end,@start-3.0"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]",Vidi speciosam,SecundusTenor,112,113,"[4.0, 4.0, 2.0, 3.0, 1.0, 1.0]","112-113/4/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/112-113/4/@1.0-end,@start-4.0"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]",Vidi speciosam,Bassus,22,23,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]","22-23/5/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/22-23/5/@3.0-end,@start-4.0"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]",Vidi speciosam,Bassus,96,97,"[0.5, 2.0, 2.0, 3.0, 0.5, 0.5]","96-97/5/@4.75-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/96-97/5/@4.75-end,@start-4.75"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]",Je n’en puis plus durer,Superius,23,24,"[1.0, 1.0, 1.0, 2.0, 2.0, 4.0]","23-24/1/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/23-24/1/@4.5-end,@start-4.0"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]",Si bona suscepimus,Tenor,58,59,"[4.0, 4.0, 2.0, 3.0, 1.0, 1.0]","58-59/3/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/58-59/3/@1.0-end,@start-4.0"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]",Si bona suscepimus,Tenor,98,99,"[4.0, 4.0, 2.0, 3.0, 1.0, 1.0]","98-99/3/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/98-99/3/@1.0-end,@start-4.0"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]",Si bona suscepimus,Tenor,105,106,"[4.0, 4.0, 2.0, 3.0, 1.0, 1.0]","105-106/3/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/105-106/3/@1.0-end,@start-4.0"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]",Quo abiit dilectus tuus,Superior,7,9,"[1.0, 2.0, 2.0, 4.0, 2.0, 2.0]","7-9/1/@4.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/7-9/1/@4.5-end,@start-end,@start-2.0"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]",Quo abiit dilectus tuus,Tenor,98,99,"[1.0, 1.0, 1.0, 4.0, 2.0, 2.0]","98-99/3/@1.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/98-99/3/@1.5-end,@start-2.0"
"[2, -3, 5, -2, -2]","[2, -3, 5, -2, -2]","Benedicta es, coelorum regina",[Bassus],41,42,"[1.0, 2.0, 2.0, 3.0, 1.0, 1.0]","41-42/6/@1.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/41-42/6/@1.5-end,@start-2.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Vidi speciosam,SecundusTenor,113,115,"[1.0, 1.0, 2.0, 2.0, 4.0, 4.0]","113-115/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/113-115/4/@4.0-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Vidi speciosam,Bassus,86,88,"[1.0, 2.0, 2.0, 2.0, 2.0, 4.0]","86-88/5/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/86-88/5/@4.5-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Je suis déshéritée,Tenor,22,24,"[3.0, 1.0, 2.0, 2.0, 4.0, 4.0]","22-24/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/22-24/3/@3.0-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Quare fremuerunt gentes,SecundusTenor,224,225,"[1.0, 2.0, 2.0, 2.0, 2.0, 4.0]","224-225/4/@4.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/224-225/4/@4.5-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Quare fremuerunt gentes,[Bassus],68,70,"[3.0, 1.0, 2.0, 2.0, 4.0, 4.0]","68-70/5/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/68-70/5/@3.0-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Quare fremuerunt gentes,[Bassus],175,177,"[3.0, 1.0, 2.0, 2.0, 4.0, 12.0]","175-177/5/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/175-177/5/@3.0-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Quare fremuerunt gentes,[Bassus],245,248,"[4.0, 4.0, 8.0, 4.0, 4.0, 8.0]","245-248/5/@3.0-end,@start-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/245-248/5/@3.0-end,@start-end,@start-end,@start-3.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Je n’en puis plus durer,Tenor,51,53,"[1.0, 2.0, 2.0, 2.0, 2.0, 2.0]","51-53/3/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/51-53/3/@4.5-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Je n’en puis plus durer,Tenor,53,55,"[4.0, 4.0, 2.0, 2.0, 2.0, 16.0]","53-55/3/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/53-55/3/@2.0-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Je n’en puis plus durer,Bassus,21,23,"[3.0, 1.0, 2.0, 2.0, 4.0, 4.0]","21-23/4/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/21-23/4/@3.0-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Quo abiit dilectus tuus,Superior,90,91,"[1.0, 1.0, 1.0, 2.0, 4.0, 2.0]","90-91/1/@3.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/90-91/1/@3.5-end,@start-4.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Quo abiit dilectus tuus,Superior,100,102,"[4.0, 4.0, 2.0, 2.0, 4.0, 1.0]","100-102/1/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/100-102/1/@4.0-end,@start-end,@start-4.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Quo abiit dilectus tuus,Contratenor,164,165,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0]","164-165/2/@2.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/164-165/2/@2.5-end,@start-2.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Quo abiit dilectus tuus,Bassus,75,77,"[1.0, 1.0, 2.0, 2.0, 4.0, 4.0]","75-77/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/75-77/4/@4.0-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Mente tota supplicamus (from Vultuum tuum),Contratenor,35,37,"[4.0, 4.0, 2.0, 2.0, 4.0, 4.0]","35-37/2/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/35-37/2/@4.0-end,@start-end,@start-4.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]","Benedicta es, coelorum regina",[Contratenor],2,4,"[4.0, 1.0, 1.0, 2.0, 3.0, 1.0]","2-4/2/@4.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/2-4/2/@4.0-end,@start-end,@start-1.5"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]","Benedicta es, coelorum regina",[Contratenor],22,23,"[2.0, 2.0, Fraction(2, 3), Fraction(4, 3), 2.0, Fraction(2, 3)]","22-23/2/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/22-23/2/@4.0-end,@start-4.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]","Benedicta es, coelorum regina",[Contratenor],26,27,"[2.0, 2.0, Fraction(2, 3), Fraction(4, 3), 2.0, Fraction(2, 3)]","26-27/2/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/26-27/2/@4.0-end,@start-4.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]","Benedicta es, coelorum regina",[SextaVox],6,8,"[4.0, 1.0, 1.0, 2.0, 3.0, 1.0]","6-8/5/@4.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/6-8/5/@4.0-end,@start-end,@start-1.5"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Susanne un jour,Tenor,42,44,"[4.0, 2.0, 2.0, 4.0, 4.0, 6.0]","42-44/3/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0020.mei/42-44/3/@3.0-end,@start-end,@start-3.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]","Benedicta es, cælorum Regina",Bassus,128,130,"[4.0, 4.0, 2.0, 2.0, 2.0, 2.0]","128-130/4/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/128-130/4/@2.0-end,@start-end,@start-1.0"
"[-2, -2, 2, -3, -2]","[-2, -2, 2, -3, -2]",Benedicta es coelorum regina,Sexta pars,18,19,"[3.0, 1.0, 2.0, 2.0, 4.0, 4.0]","18-19/5/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/18-19/5/@1.0-end,@start-3.0"
"[-5, 8, -2, -2, -2]","[-5, 8, -2, -2, -2]",Vidi speciosam,SecundusTenor,123,124,"[2.0, 2.0, 3.0, 1.0, 3.0, 0.5]","123-124/4/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/123-124/4/@3.0-end,@start-4.5"
"[-5, 8, -2, -2, -2]","[-5, 8, -2, -2, -2]",Quare fremuerunt gentes,Contratenor,251,253,"[4.0, 2.0, 4.0, 2.0, 4.0, 2.0]","251-253/2/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/251-253/2/@1.0-end,@start-end,@start-1.0"
"[-5, 8, -2, -2, -2]","[-5, 8, -2, -2, -2]",Quare fremuerunt gentes,Contratenor,255,257,"[4.0, 2.0, 4.0, 2.0, 4.0, 4.0]","255-257/2/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/255-257/2/@3.0-end,@start-end,@start-3.0"
"[-5, 8, -2, -2, -2]","[-5, 8, -2, -2, -2]",Quare fremuerunt gentes,SecundusTenor,252,253,"[4.0, 2.0, 3.0, 1.0, 1.0, 1.0]","252-253/4/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/252-253/4/@1.0-end,@start-2.5"
"[-5, 8, -2, -2, -2]","[-5, 8, -2, -2, -2]",Quare fremuerunt gentes,[Bassus],250,252,"[4.0, 2.0, 4.0, 2.0, 4.0, 4.0]","250-252/5/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/250-252/5/@3.0-end,@start-end,@start-3.0"
"[-5, 8, -2, -2, -2]","[-5, 8, -2, -2, -2]",Tota pulchra es,Bassus,27,28,"[4.0, 2.0, 3.0, 1.0, 1.0, 1.0]","27-28/4/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/27-28/4/@3.0-end,@start-4.5"
"[-5, 8, -2, -2, -2]","[-5, 8, -2, -2, -2]",Je n’en puis plus durer,Superius,37,38,"[1.0, 1.0, 3.0, 1.0, 4.0, 4.0]","37-38/1/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/37-38/1/@1.0-end,@start-2.0"
"[-5, 8, -2, -2, -2]","[-5, 8, -2, -2, -2]","Benedicta es, coelorum regina",[Discantus],129,130,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","129-130/1/@4.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/129-130/1/@4.0-end,@start-3.5"
"[-5, 8, -2, -2, -2]","[-5, 8, -2, -2, -2]","Benedicta es, cælorum Regina",Altus,13,15,"[4.0, 4.0, 3.0, 1.0, 2.0, 2.0]","13-15/2/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/13-15/2/@2.0-end,@start-end,@start-1.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Vidi speciosam,SecundusTenor,123,124,"[2.0, 3.0, 1.0, 3.0, 0.5, 0.5]","123-124/4/@4.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/123-124/4/@4.0-end,@start-4.75"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Ave Maria,Tenor,27,28,"[4.0, 3.0, 1.0, 1.0, 1.0, 3.0]","27-28/3/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/27-28/3/@3.0-end,@start-4.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Ave Maria,Tenor,75,77,"[2.0, 4.0, 2.0, 2.0, 4.0, 8.0]","75-77/3/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/75-77/3/@2.0-end,@start-end,@start-1.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,228,229,"[4.0, 4.0, 3.0, 1.0, 2.0, 2.0]","228-229/3/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/228-229/3/@3.0-end,@start-2.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Quare fremuerunt gentes,[Bassus],159,161,"[2.0, 2.0, 2.0, 2.0, 4.0, 8.0]","159-161/5/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/159-161/5/@3.0-end,@start-end,@start-1.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Je n’en puis plus durer,Superius,37,38,"[1.0, 3.0, 1.0, 4.0, 4.0, 2.0]","37-38/1/@1.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/37-38/1/@1.5-end,@start-4.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Quo abiit dilectus tuus,Contratenor,38,39,"[1.0, 4.0, 2.0, 1.0, 1.0, 1.0]","38-39/2/@3.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/38-39/2/@3.5-end,@start-4.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Quo abiit dilectus tuus,Bassus,17,19,"[2.0, 2.0, 2.0, 4.0, 2.0, 4.0]","17-19/4/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/17-19/4/@3.0-end,@start-end,@start-1.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]","Benedicta es, coelorum regina",[Discantus],130,130,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","130-130/1/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/130-130/1/@1.0-end,@start-4.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]","Benedicta es, coelorum regina",[Discantus],131,132,"[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","131-132/1/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/131-132/1/@4.0-end,@start-3.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]","Benedicta es, coelorum regina",[Contratenor],132,132,"[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","132-132/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/132-132/2/@1.0-end,@start-4.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Susanne un jour,Bassus,8,9,"[2.0, 3.0, 1.0, 3.0, 1.0, 2.0]","8-9/5/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0020.mei/8-9/5/@2.0-end,@start-3.0"
"[8, -2, -2, -2, -2]","[8, -2, -2, -2, -2]",Susanne un jour,Bassus,21,23,"[2.0, 3.0, 1.0, 3.0, 1.0, 2.0]","21-23/5/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0020.mei/21-23/5/@4.0-end,@start-end,@start-1.0"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Vidi speciosam,Bassus,25,27,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0]","25-27/5/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/25-27/5/@4.0-end,@start-end,@start-2.0"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Ave Maria,[Superius],17,19,"[4.0, 4.0, 4.0, 3.0, 1.0, 2.0]","17-19/1/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/17-19/1/@3.0-end,@start-end,@start-3.0"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Ave Maria,[Superius],55,57,"[2.0, 4.0, 4.0, 6.0, 1.0, 1.0]","55-57/1/@4.0-end,@start-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/55-57/1/@4.0-end,@start-end,@start-4.5"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Ave Maria,Altus,56,58,"[2.0, 4.0, 4.0, 6.0, 1.0, 1.0]","56-58/2/@2.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/56-58/2/@2.0-end,@start-end,@start-2.5"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Ave Maria,Tenor,60,62,"[2.0, 4.0, 4.0, 6.0, 1.0, 1.0]","60-62/3/@4.0-end,@start-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/60-62/3/@4.0-end,@start-end,@start-4.5"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Ave Maria,Bassus,61,63,"[2.0, 4.0, 4.0, 6.0, 1.0, 1.0]","61-63/4/@2.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/61-63/4/@2.0-end,@start-end,@start-2.5"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Quare fremuerunt gentes,[Bassus],100,102,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0]","100-102/5/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/100-102/5/@3.0-end,@start-end,@start-1.0"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Tota pulchra es,Contratenor,93,95,"[2.0, 2.0, 6.0, 4.0, 1.0, 1.0]","93-95/2/@3.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/93-95/2/@3.0-end,@start-end,@start-2.5"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Si bona suscepimus,Altus,33,35,"[2.0, 2.0, 2.0, 4.0, 3.0, 0.5]","33-35/2/@4.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/33-35/2/@4.0-end,@start-end,@start-2.5"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Quo abiit dilectus tuus,Tenor,75,76,"[2.0, 2.0, 2.0, 2.0, 1.0, 1.0]","75-76/3/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/75-76/3/@3.0-end,@start-3.5"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Quo abiit dilectus tuus,Tenor,107,108,"[2.0, 2.0, 2.0, 2.0, 3.0, 1.0]","107-108/3/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/107-108/3/@1.0-end,@start-2.5"
"[2, 2, -3, -2, -2]","[2, 2, -3, -2, -2]",Veni sponsa Christi,Bassus,29,31,"[1.0, 2.0, 2.0, 2.0, 2.0, 1.0]","29-31/4/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/29-31/4/@4.5-end,@start-end,@start-1.0"
