Pattern Generating Match,Pattern matched,Piece Title,Part,First Note Measure Number,Last Note Measure Number,Note Durations,EMA,EMA url
"[-2, -2, -3, 2, -2]","[-2, -2, -3, 2, -2]","Benedicta es, coelorum regina",[QuintaVox],144,146,"[8.0, 6.0, 2.0, 4.0, 6.0, 2.0]","144-146/4/@1.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/144-146/4/@1.0-end,@start-end,@start-1.5"
"[-2, -2, -3, 2, -2]","[-2, -2, -3, 2, -2]",Benedicta es coelorum regina,Sexta pars,24,26,"[4.0, 2.0, 2.0, 2.0, 4.0, 4.0]","24-26/5/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/24-26/5/@2.0-end,@start-end,@start-1.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Vidi speciosam,PrimusTenor,123,124,"[2.0, 2.0, 3.0, 1.0, 4.0, 2.0]","123-124/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/123-124/3/@1.0-end,@start-3.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Vidi speciosam,SecundusTenor,19,21,"[4.0, 2.0, 3.0, 1.0, 2.0, 2.0]","19-21/4/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/19-21/4/@4.0-end,@start-end,@start-2.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Ave Maria,Altus,134,135,"[3.0, 1.0, 2.0, 2.0, 3.0, 1.0]","134-135/2/@4.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/134-135/2/@4.0-end,@start-1.5"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Quare fremuerunt gentes,SecundusTenor,268,269,"[3.0, 1.0, 1.0, 1.0, 4.0, 6.0]","268-269/4/@4.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/268-269/4/@4.0-end,@start-1.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Tota pulchra es,Contratenor,83,84,"[3.0, 1.0, 2.0, 2.0, 3.0, 1.0]","83-84/2/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/83-84/2/@3.0-end,@start-4.5"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Si bona suscepimus,Tenor,18,20,"[1.0, 2.0, 2.0, 4.0, 4.0, 8.0]","18-20/3/@4.5-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/18-20/3/@4.5-end,@start-end,@start-3.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Quo abiit dilectus tuus,Superior,140,141,"[3.0, 1.0, 1.0, 1.0, 2.0, 4.0]","140-141/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/140-141/1/@3.0-end,@start-3.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Quo abiit dilectus tuus,Contratenor,111,113,"[2.0, 2.0, 2.0, 2.0, 6.0, 1.0]","111-113/2/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/111-113/2/@3.0-end,@start-end,@start-2.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Quo abiit dilectus tuus,Tenor,76,77,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","76-77/3/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/76-77/3/@3.0-end,@start-2.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Quo abiit dilectus tuus,Bassus,115,116,"[2.0, 2.0, 2.0, 2.0, 3.0, 1.0]","115-116/4/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/115-116/4/@1.0-end,@start-2.5"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Mente tota supplicamus (from Vultuum tuum),Tenor,80,82,"[4.0, 4.0, 4.0, 4.0, 8.0, 4.0]","80-82/3/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/80-82/3/@3.0-end,@start-end,@start-3.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]","Benedicta es, coelorum regina",[Discantus],114,116,"[3.0, 1.0, 2.0, 4.0, 3.0, 1.0]","114-116/1/@3.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/114-116/1/@3.0-end,@start-end,@start-1.5"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Veni sponsa Christi,Cantus,4,5,"[3.0, 1.0, 1.0, 1.0, 2.0, 3.0]","4-5/1/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/4-5/1/@2.0-end,@start-2.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Veni sponsa Christi,Tenor,9,10,"[3.0, 1.0, 1.0, 1.0, 2.0, 3.0]","9-10/3/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/9-10/3/@2.0-end,@start-2.0"
"[-2, -3, 2, 2, -2]","[-2, -3, 2, 2, -2]",Benedicta es coelorum regina,Quinta pars,49,50,"[2.0, 3.0, 1.0, 2.0, 2.0, 2.0]","49-50/3/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/49-50/3/@3.0-end,@start-4.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Vidi speciosam,PrimusTenor,128,131,"[4.0, 1.0, 1.0, 4.0, 8.0, 8.0]","128-131/3/@4.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/128-131/3/@4.0-end,@start-end,@start-end,@start-1.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Ave Maria,[Superius],104,105,"[6.0, 2.0, 2.0, 2.0, 8.0, 4.0]","104-105/1/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/104-105/1/@1.0-end,@start-3.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Ave Maria,Altus,95,96,"[6.0, 2.0, 2.0, 2.0, 8.0, 4.0]","95-96/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/95-96/2/@1.0-end,@start-3.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Ave Maria,Altus,99,100,"[6.0, 2.0, 2.0, 2.0, 8.0, 4.0]","99-100/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/99-100/2/@1.0-end,@start-3.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Ave Maria,Tenor,104,106,"[6.0, 2.0, 2.0, 2.0, 8.0, 4.0]","104-106/3/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/104-106/3/@3.0-end,@start-end,@start-2.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Quare fremuerunt gentes,Superius,253,254,"[3.0, 1.0, 2.0, 3.0, 1.0, 4.0]","253-254/1/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/253-254/1/@1.0-end,@start-2.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Je n’en puis plus durer,Superius,42,43,"[2.0, 3.0, 0.5, 0.5, 2.0, 2.0]","42-43/1/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/42-43/1/@4.0-end,@start-4.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Quo abiit dilectus tuus,Superior,155,156,"[2.0, 2.0, 2.0, 3.0, 1.0, 4.0]","155-156/1/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/155-156/1/@1.0-end,@start-2.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Quo abiit dilectus tuus,Superior,159,160,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0]","159-160/1/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/159-160/1/@3.0-end,@start-4.0"
"[-2, -2, -2, -2, 1]","[-2, -2, -2, -2, 1]",Susanne un jour,QuintaPars,43,44,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","43-44/4/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0020.mei/43-44/4/@3.0-end,@start-2.0"
"[-2, 2, 2, 2, -5]","[-2, 2, 2, 2, -5]",Vidi speciosam,SecundusTenor,36,36,"[1.0, 1.0, 1.0, 1.0, 2.0, 3.0]","36-36/4/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/36-36/4/@1.0-end,@start-4.0"
"[-2, 2, 2, 2, -5]","[-2, 2, 2, 2, -5]",Quare fremuerunt gentes,Contratenor,91,93,"[6.0, 2.0, 6.0, 2.0, 2.0, 2.0]","91-93/2/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/91-93/2/@1.0-end,@start-end,@start-2.0"
"[-2, 2, 2, 2, -5]","[-2, 2, 2, 2, -5]",Quare fremuerunt gentes,SecundusTenor,232,234,"[2.0, 2.0, 3.0, 1.0, 4.0, 2.0]","232-234/4/@1.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/232-234/4/@1.0-end,@start-end,@start-3.0"
"[-2, 2, 2, 2, -5]","[-2, 2, 2, 2, -5]",Quare fremuerunt gentes,SecundusTenor,258,260,"[1.0, 4.0, 2.0, 2.0, 2.0, 4.0]","258-260/4/@1.5-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/258-260/4/@1.5-end,@start-end,@start-3.0"
"[-2, 2, 2, 2, -5]","[-2, 2, 2, 2, -5]",Quo abiit dilectus tuus,Superior,71,72,"[1.0, 2.0, 2.0, 2.0, 2.0, 2.0]","71-72/1/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/71-72/1/@2.5-end,@start-3.0"
"[-2, 2, 2, 2, -5]","[-2, 2, 2, 2, -5]",Quo abiit dilectus tuus,Contratenor,17,19,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0]","17-19/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/17-19/2/@4.0-end,@start-end,@start-1.0"
"[-2, 2, 2, 2, -5]","[-2, 2, 2, 2, -5]",Quo abiit dilectus tuus,Contratenor,146,147,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0]","146-147/2/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/146-147/2/@2.0-end,@start-3.0"
"[-2, 2, 2, 2, -5]","[-2, 2, 2, 2, -5]",Quo abiit dilectus tuus,Tenor,72,74,"[1.0, 2.0, 2.0, 2.0, 2.0, 4.0]","72-74/3/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/72-74/3/@4.5-end,@start-end,@start-1.0"
"[-2, 2, 2, 2, -5]","[-2, 2, 2, 2, -5]","Benedicta es, cælorum Regina",Bassus,35,37,"[2.0, 2.0, 3.0, 1.0, 4.0, 4.0]","35-37/4/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/35-37/4/@3.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Vidi speciosam,SecundusTenor,37,38,"[1.0, 1.0, 3.0, 0.5, 0.5, 2.0]","37-38/4/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/37-38/4/@2.0-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Vidi speciosam,Bassus,110,111,"[1.0, 1.0, 3.0, 1.0, 2.0, 2.0]","110-111/5/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/110-111/5/@2.0-end,@start-2.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Je suis déshéritée,Contratenor,30,31,"[1.0, 1.0, 2.0, 2.0, 2.0, 4.0]","30-31/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/30-31/2/@3.0-end,@start-3.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Quare fremuerunt gentes,Contratenor,95,96,"[1.0, 2.0, 2.0, 2.0, 2.0, 4.0]","95-96/2/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/95-96/2/@2.5-end,@start-3.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Quare fremuerunt gentes,PrimusTenor,268,269,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","268-269/3/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/268-269/3/@1.0-end,@start-4.5"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Quare fremuerunt gentes,SecundusTenor,76,77,"[1.0, 2.0, 3.0, 1.0, 1.0, 1.0]","76-77/4/@4.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/76-77/4/@4.5-end,@start-4.5"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Quare fremuerunt gentes,SecundusTenor,144,146,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0]","144-146/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/144-146/4/@4.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Quare fremuerunt gentes,SecundusTenor,268,268,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","268-268/4/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/268-268/4/@3.0-end,@start-2.5"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Tota pulchra es,Tenor,76,77,"[1.0, 1.0, 3.0, 1.0, 3.0, 1.0]","76-77/3/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/76-77/3/@1.0-end,@start-1.5"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Tota pulchra es,Tenor,77,78,"[1.0, 2.0, 3.0, 1.0, 2.0, 4.0]","77-78/3/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/77-78/3/@2.5-end,@start-3.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Tota pulchra es,Bassus,100,102,"[1.0, 2.0, 3.0, 1.0, 2.0, 4.0]","100-102/4/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/100-102/4/@4.5-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Tota pulchra es,Bassus,107,109,"[1.0, 2.0, 3.0, 1.0, 2.0, 4.0]","107-109/4/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/107-109/4/@4.5-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Si bona suscepimus,Altus,52,53,"[2.0, 2.0, 3.0, 1.0, 2.0, 4.0]","52-53/2/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/52-53/2/@2.0-end,@start-3.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Si bona suscepimus,Altus,92,93,"[2.0, 2.0, 3.0, 1.0, 2.0, 4.0]","92-93/2/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/92-93/2/@2.0-end,@start-3.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Si bona suscepimus,Bassus,28,30,"[1.0, 2.0, 3.0, 1.0, 2.0, 4.0]","28-30/4/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/28-30/4/@4.5-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Si bona suscepimus,Bassus,46,48,"[2.0, 2.0, 3.0, 1.0, 2.0, 4.0]","46-48/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/46-48/4/@4.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Si bona suscepimus,Bassus,86,88,"[2.0, 2.0, 3.0, 1.0, 2.0, 4.0]","86-88/4/@3.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0014.mei/86-88/4/@3.0-end,@start-end,@start-4.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Mente tota supplicamus (from Vultuum tuum),Discantus,95,97,"[4.0, 4.0, 6.0, 2.0, 4.0, 4.0]","95-97/1/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/95-97/1/@3.0-end,@start-end,@start-2.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Mente tota supplicamus (from Vultuum tuum),Tenor,81,83,"[4.0, 4.0, 8.0, 4.0, 4.0, 8.0]","81-83/3/@2.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/81-83/3/@2.0-end,@start-end,@start-2.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[Discantus],114,115,"[2.0, 2.0, 3.0, 1.0, 2.0, 4.0]","114-115/1/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/114-115/1/@1.0-end,@start-2.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[Discantus],138,140,"[4.0, 4.0, 8.0, 4.0, 4.0, 6.0]","138-140/1/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/138-140/1/@1.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[Discantus],147,149,"[4.0, 4.0, 8.0, 4.0, 4.0, 6.0]","147-149/1/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/147-149/1/@1.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[Contratenor],136,138,"[4.0, 4.0, 8.0, 4.0, 4.0, 8.0]","136-138/2/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/136-138/2/@3.0-end,@start-end,@start-3.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[Contratenor],145,147,"[4.0, 4.0, 8.0, 4.0, 4.0, 8.0]","145-147/2/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/145-147/2/@1.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[Tenor],139,141,"[4.0, 4.0, 8.0, 4.0, 4.0, 8.0]","139-141/3/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/139-141/3/@3.0-end,@start-end,@start-3.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[Tenor],148,150,"[4.0, 4.0, 8.0, 4.0, 4.0, 8.0]","148-150/3/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/148-150/3/@1.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[QuintaVox],46,47,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","46-47/4/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/46-47/4/@3.0-end,@start-2.5"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[QuintaVox],47,48,"[3.0, 1.0, 3.0, 1.0, 1.0, 1.0]","47-48/4/@4.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/47-48/4/@4.0-end,@start-4.5"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[QuintaVox],141,143,"[4.0, 4.0, 8.0, 4.0, 4.0, 6.0]","141-143/4/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/141-143/4/@1.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[QuintaVox],150,152,"[4.0, 4.0, 8.0, 4.0, 4.0, 6.0]","150-152/4/@2.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/150-152/4/@2.0-end,@start-end,@start-2.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[SextaVox],142,144,"[4.0, 4.0, 8.0, 4.0, 4.0, 8.0]","142-144/5/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/142-144/5/@3.0-end,@start-end,@start-3.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]","Benedicta es, coelorum regina",[SextaVox],151,153,"[4.0, 4.0, 8.0, 4.0, 4.0, 8.0]","151-153/5/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/151-153/5/@1.0-end,@start-end,@start-1.0"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Veni sponsa Christi,Cantus,4,4,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","4-4/1/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/4-4/1/@1.0-end,@start-4.5"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Veni sponsa Christi,Altus,25,25,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","25-25/2/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/25-25/2/@1.0-end,@start-4.5"
"[2, 2, -2, -3, 2]","[2, 2, -2, -3, 2]",Veni sponsa Christi,Altus,46,48,"[1.0, 2.0, 3.0, 1.0, 2.0, 2.0]","46-48/2/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/46-48/2/@4.5-end,@start-end,@start-1.0"
